StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex
12315,17585,23005,1124,,          , ,3.76689324,67.20188088,55.3709856,5.79,2.07358873,F0IV        ,0.347
14979,21253,29399,1475,,          , ,4.55947216,-62.82363051,45.99816007,5.79,2.476297699,K1III       ,1.028
16184,22913,31373,1576,,          , ,4.9305989,15.04030639,129.7016861,5.79,0.22527189,B9V         ,-0.085
16303,23068,31553,1586,, 99    Tau, ,4.96351265,23.94858492,144.5086705,5.79,-0.009469528,G8III:      ,1.109
16320,23088,31592,1590,, 98    Tau, ,4.96927121,25.05052129,90.82652134,5.79,0.998936595,A0V         ,0.018
18578,26169,37993,1964,,          , ,5.57910622,-73.74136684,320.5128205,5.79,-1.73922703,M2/M3III    ,1.717
19649,27549,39007,2014,,          , ,5.83407686,9.87122224,102.3541453,5.79,0.739472819,G8III       ,0.876
20669,28899,41843,2164,,          , ,6.10153657,-29.75852227,81.63265306,5.79,1.230680444,A1V         ,0.041
21584,30011,44081,2271,,          , ,6.31638259,-20.92562047,564.9717514,5.79,-2.970133668,B3II/III    ,-0.155
23159,31992,47964,2461,,          , ,6.68484585,0.4953354,354.6099291,5.79,-1.958754458,B8III       ,-0.094
26278,35998,58461,2832,,          , ,7.41901036,-13.75197556,34.8189415,5.79,3.080922178,F3V         ,0.432
26295,36024,58612,2841,,          , ,7.42368706,-25.2177645,990.0990099,5.79,-4.188393131,B5III       ,-0.103
26468,36251,59067,2859,,          , ,7.46435072,-11.55686168,309.5975232,5.79,-1.663987388,B8Vv comp VB,0.583
27456,37508,61885,2965,,          , ,7.6977412,13.48051383,240.9638554,5.79,-1.119759516,M2III       ,1.669
31070,42177,73340,3413,,          , ,8.59778884,-50.96967696,143.0615165,5.79,0.012385879,B8 Si       ,-0.132
31740,43012,76236,3543,,          , ,8.76534296,-79.50457035,171.5265866,5.79,-0.381657226,K5III       ,1.595
32199,43603,76110,3535,,          , ,8.8800057,-38.72413106,268.8172043,5.79,-1.357285301,K5/M0III    ,1.508
33852,45743,80479,3704,,          , ,9.32586432,-15.83453443,122.8501229,5.79,0.343122024,K1/K2III    ,1.285
33992,45915,80390,3698,,          , ,9.36202785,56.6992485,146.1988304,5.79,-0.034719491,M4IIIa      ,1.511
35852,48339,85655,3913,,          , ,9.85334264,-59.42567316,228.8329519,5.79,-1.007592815,K2IIICNp... ,1.354
38142,51420,90840,4113,, 32    LMi, ,10.50179443,38.925143,233.1002331,5.79,-1.047713539,A4V         ,0.087
38918,52478,92728,4187,, 39    UMa, ,10.72869915,57.19932851,112.7395716,5.79,0.529618099,A0Vs        ,-0.038
40390,54561,97023,4339,,          , ,11.16482816,-32.36745668,104.8218029,5.79,0.687741874,A1V         ,0.027
40620,54863,97605,4358,,          , ,11.23383522,8.06095499,68.49315068,5.79,1.611764279,K3III       ,1.128
44457,60463,107860,4714,,          , ,12.39577394,-38.91135056,105.0420168,5.79,0.683184742,B8/B9V      ,-0.064
46408,63414,112846,4921,, 44    Vir, ,12.99431817,-3.81194179,91.32420091,5.79,0.987070596,A3V         ,0.203
46887,64179,114256,4960,,          , ,13.15345066,10.02246786,107.8748652,5.79,0.625398671,K0III       ,1.025
48609,66681,118666,5130,,          , ,13.66966724,-64.57655426,69.25207756,5.79,1.587835966,F3III-IV    ,0.401
55208,76532,139254,5806,,          , ,15.6300163,-23.14151509,83.54218881,5.79,1.180470752,K0III       ,1.074
56634,78649,144208,5983,,          , ,16.05537745,36.63181986,211.8644068,5.79,-0.840290007,A2V+...     ,0.586
58032,80672,148247,6122,,          , ,16.47068268,-37.17981606,97.84735812,5.79,0.837254479,K1IIICN...  ,1.104
59798,83150,152564,6276,,          , ,16.99277282,-69.26813178,301.2048193,5.79,-1.604309581,Ap Si       ,-0.103
63967,88817,166046,6782,,100    Her, ,18.1304192,26.09726716,50.89058524,5.79,2.256812774,A3V         ,0.127
65693,91118,171623,6977,,          , ,18.58683042,18.20339202,207.4688797,5.79,-0.794764809,A0Vn        ,0.006
68232,94434,179323,7277,,          , ,19.2204638,-25.90676384,649.3506494,5.79,-3.272396396,K2III       ,1.387
69271,95793,183324,7400,, 35    Aql, ,19.48360792,1.95052861,58.99705015,5.79,1.935848513,A0V         ,0.088
70945,97985,188650,7606,,          , ,19.91340074,36.99565531,471.6981132,5.79,-2.578320695,Fp          ,0.773
74027,102026,196857,7905,,          , ,20.67571097,-16.12435941,101.010101,5.79,0.768175973,K0III       ,0.997
77487,106592,205423,8251,,          , ,21.58822953,-3.98329291,135.3179973,5.79,0.133222192,G9III:      ,1.11
79056,108758,209419,8403,,          , ,22.03071612,52.88224628,324.6753247,5.79,-1.767246417,B5III       ,-0.106
79413,109240,210129,8438,, 25    Peg, ,22.13064796,21.70309155,214.1327623,5.79,-0.863415597,B7Vn        ,-0.077
80372,110578,212404,8533,, 51    Aqr, ,22.40190795,-4.83700102,130.0390117,5.79,0.219631699,A0V         ,-0.033
80664,110992,213179,8564,,          , ,22.48616958,26.76320924,336.7003367,5.79,-1.846217753,K2II        ,1.252
82073,113048,216608,8708,,          , ,22.89448854,44.74920148,52.02913632,5.79,2.208766917,A3m         ,0.282
82675,113902,217842,8771,,          , ,23.06656379,-41.47903194,92.25092251,5.79,0.965146411,K0III       ,1.069
127,171,224930,9088,Gl 914  A, 85    Peg, ,0.03601251,27.08448905,12.40233164,5.8,5.332483299,G3V         ,0.69
308,418,225289,9110,,          , ,0.08503682,61.31396468,222.2222222,5.8,-0.933937431,B8MNp...    ,-0.067
2502,3583,4391,209,GJ 1021  ,          , ,0.76262055,-47.55217573,14.94321578,5.8,4.927779661,G5IV        ,0.635
2978,4267,5267,254,, 66    Psc, ,0.90978333,19.18843611,112.6126126,5.8,0.542064829,A1Vn        ,-0.016
3888,5550,7019,348,, 45    And, ,1.18619138,37.72413814,280.8988764,5.8,-1.44275001,B7III-IV    ,-0.095
8564,12239,16024,747,,          , ,2.62666855,65.74535775,250,5.8,-1.189700043,K5III       ,1.561
9137,13055,16458,774,,          , ,2.79656517,81.44866603,152.9051988,5.8,-0.122111258,G8p...      ,1.3
9698,13834,18404,878,, 47    Ari, ,2.96807643,20.66881016,31.83699459,5.8,3.285339682,F5IV        ,0.415
12769,18217,24141,1192,,          , ,3.89533125,57.97536931,52.24660397,5.8,2.209709667,A5m         ,0.182
13712,19571,26591,1300,,          , ,4.19338206,-20.35627812,76.56967841,5.8,1.379715885,A1V + (F/G) ,0.165
16927,23916,33224,1671,,          , ,5.13894108,-8.66527389,233.1002331,5.8,-1.037713539,B8V         ,-0.059
18222,25708,36134,1830,,          , ,5.48991712,-3.44637074,143.2664756,5.8,0.019277113,K1III...    ,1.149
20631,28855,41759,2160,,          , ,6.09088025,-35.51368651,80.64516129,5.8,1.267108426,A0V         ,0.027
24149,33248,51055,2588,, 17    CMa, ,6.91742728,-20.40485094,185.528757,5.8,-0.542056174,A2V         ,0.048
24998,34339,54475,2691,,          , ,7.11863497,-40.8932956,258.3979328,5.8,-1.261445175,B3V         ,-0.158
25485,34975,55775,2731,,          , ,7.236353,-3.90175914,187.9699248,5.8,-0.570441839,K5III       ,1.585
26116,35785,57103,2784,, 19    Lyn, ,7.38112846,55.28146955,143.6781609,5.8,0.013046198,B8V         ,-0.078
26264,35984,57646,2804,,          , ,7.41585522,51.88734396,352.1126761,5.8,-1.9334083,K5III       ,1.61
27614,37710,62781,3007,,          , ,7.73603982,-36.06271326,43.49717268,5.8,2.607694856,F0IV        ,0.32
28495,38848,64960,3095,,  1    Cnc, ,7.94985247,15.79038246,141.6430595,5.8,0.044023505,K3III       ,1.285
30057,40866,69994,3264,,          , ,8.33914792,20.74783186,156.4945227,5.8,-0.172495709,K1III       ,1.137
30954,42028,72660,3383,,          , ,8.56712143,-2.15160482,100,5.8,0.8,A1V         ,0.007
32573,44075,76932,3578,NN 3523  ,          , ,8.9788291,-16.13324587,21.32196162,5.8,4.155864214,F7/F8IV/V   ,0.521
32720,44256,77615,3604,,          , ,9.0127075,-60.96384715,386.1003861,5.8,-2.13350118,G8II        ,1.211
35223,47498,84152,3864,,          , ,9.68391749,-57.25944118,111.1111111,5.8,0.571212547,K0/K1III    ,1.083
35552,47943,84542,3876,,          , ,9.76945579,6.70861426,319.4888179,5.8,-1.722278312,M1III       ,1.639
36891,49764,88473,4002,,          , ,10.15838877,-68.68283264,178.8908766,5.8,-0.462940961,A0IV        ,0.015
37438,50493,89569,4061,,          , ,10.31059959,-56.11067508,35.82945181,5.8,3.028799182,F6V         ,0.481
39267,52980,93903,4237,, 41    Sex, ,10.83834982,-8.89772694,112.3595506,5.8,0.546950033,A3m         ,0.156
41205,55716,99196,4404,,          , ,11.41638522,11.43030968,143.472023,5.8,0.01616389,K4III       ,1.376
41294,55849,99574,4417,,          , ,11.44647356,-53.15995577,191.5708812,5.8,-0.611647485,K0III+...   ,0.517
41809,56601,100808,4465,,          , ,11.60498358,27.78130214,71.83908046,5.8,1.518196176,F0V         ,0.248
44067,59920,106884,4672,,          , ,12.29154507,53.19144123,117.0960187,5.8,0.457289353,K6III       ,1.33
52284,72210,129944,5499,,          , ,14.76854233,-23.15286204,112.2334456,5.8,0.54938852,K0III       ,0.98
52511,72552,130917,5532,,          , ,14.8328851,28.61583341,90.4159132,5.8,1.018775635,A4V         ,0.046
55462,76878,140232,5845,, 22Tau7Ser, ,15.6985439,18.46389861,53.24813632,5.8,2.16847794,A2m         ,0.207
57405,79757,146738,6074,, 18Ups CrB, ,16.27910321,29.1503022,253.164557,5.8,-1.217014522,A3V         ,0.063
61900,85998,159480,6548,, 53    Oph, ,17.57685855,9.58672378,104.8218029,5.8,0.697741874,A2V         ,0.04
66630,92367,173791,7065,,          , ,18.82424488,-45.81023948,131.7523057,5.8,0.201208879,G6IV        ,0.891
71350,98512,189198,7630,,          , ,20.01342323,-45.1129325,110.2535832,5.8,0.588036435,A8III       ,0.295
71584,98819,190406,7672,Gl 779   , 15    Sge, ,20.06846253,17.07116105,17.66784452,5.8,4.564082156,G1V         ,0.6
79479,109332,210191,8439,, 35    Aqr, ,22.14971962,-18.51957349,2083.333333,5.8,-5.793793813,B2III       ,-0.154
79979,110009,211392,8500,,          , ,22.28127782,-9.04003734,107.7586207,5.8,0.637739881,K3III:      ,1.158
81113,111660,214710,8625,,          , ,22.62023971,75.3717918,191.2045889,5.8,-0.607491556,M1III       ,1.594
82059,113031,216494,8704,, 74    Aqr, ,22.89130309,-11.61651887,201.6129032,5.8,-0.722591618,B8IV/V      ,-0.082
85896,0,10361,487,Gl  66  A,          , ,1.662753667,-56.19497251,8.146639511,5.8,6.245107504,  K2 V      ,0.86
3848,5494,6953,341,,          , ,1.17206928,25.45803989,110.3752759,5.81,0.595640988,K5III       ,1.466
7591,10871,14641,688,,          , ,2.33173519,-55.94484169,173.0103806,5.81,-0.380360808,K5III       ,1.57
7746,11090,14622,687,,          , ,2.38065612,41.39653472,47.25897921,5.81,2.437578317,F0III-IV    ,0.289
8499,12148,16247,766,,          , ,2.60975102,7.73007761,89.44543828,5.81,1.052209018,K0III:      ,1.04
9941,14187,19141,929,,          , ,3.04884491,-46.97504226,251.8891688,5.81,-1.196047466,K2/K3III    ,1.304
11474,16368,22252,1092,,          , ,3.51435624,-66.4897181,261.0966057,5.81,-1.27400613,B8V         ,-0.055
12464,17798,23978,1187,,          , ,3.80992305,-20.90293608,254.4529262,5.81,-1.218037248,K5III       ,1.602
14381,20465,27881,1384,,          , ,4.38490582,-24.89211883,139.275766,5.81,0.090622221,K5III       ,1.507
17511,24732,33541,1683,,          , ,5.3036813,73.26813649,110.0110011,5.81,0.602819416,A0V         ,-0.023
18868,26545,37717,1947,,          , ,5.64542408,-40.70735801,150.3759398,5.81,-0.075891773,B8V         ,-0.078
20202,28287,40733,2117,,          , ,5.97709907,-44.03458558,387.5968992,5.81,-2.13190147,G8II        ,1.061
23488,32402,49517,2515,,          , ,6.76492257,-52.40971351,421.9409283,5.81,-2.31625827,K3III       ,1.551
25661,35202,56733,2769,,          , ,7.2755158,-38.31894033,208.3333333,5.81,-0.783793813,B4V         ,-0.133
37346,50384,89125,4039,Gl 387  A, 39    Leo, ,10.28744461,23.10645604,22.72210861,5.81,4.027756843,F8Vw        ,0.5
39821,53762,95347,4292,,          , ,10.99984135,-43.80713489,88.80994671,5.81,1.067691953,B8/B9V      ,-0.064
47398,64927,115723,5022,,          , ,13.30769651,34.09829261,154.5595054,5.81,-0.135478597,K4.5III     ,1.366
47624,65247,116084,5036,,          , ,13.37119161,-52.18295165,1587.301587,5.81,-5.193297253,B2.5Ib      ,0.072
48531,66563,118646,5128,,          , ,13.64503498,-29.56067984,48.97159647,5.81,2.360278689,F3V         ,0.431
48929,67143,119752,5167,,          , ,13.76026046,-26.11598461,88.10572687,5.81,1.084979308,A0V         ,0.023
56023,77738,142531,5922,,          , ,15.8712727,55.82658167,110.0110011,5.81,0.602819416,G8III:      ,0.972
62346,86620,162004,6637,Gl 694.1B, 31Psi1Dra, ,17.69945511,72.15757591,22.32142857,5.81,4.06639007,G0V         ,0.53
64573,89609,167720,6838,,          , ,18.28656366,-17.37385188,320.5128205,5.81,-1.71922703,K2III       ,1.569
65111,90342,169981,6917,,          , ,18.43299211,29.82898959,131.061599,5.81,0.22262269,A2IV        ,0.068
68834,95222,181907,7349,,          , ,19.37264162,-0.25227829,111.3585746,5.81,0.576381683,G8III:      ,1.093
71737,99026,191195,7697,,          , ,20.10378856,53.16506746,36.45643456,5.81,3.001129038,F5V         ,0.445
72238,99663,192781,7742,,          , ,20.22432478,60.6404332,182.1493625,5.81,-0.492138278,K5III       ,1.476
76590,105413,203291,8163,,  9    Equ, ,21.35133348,7.3545461,324.6753247,5.81,-1.747246417,M2III       ,1.663
82862,114167,218268, , ,,,23.12077961,-50.68662467,39.76143141,5.81,2.812689947,F6.5IV-V+.. ,0.486
83577,115191,219981,8876,, 10    And, ,23.33121699,42.07803394,166.3893511,5.81,-0.29562764,M0III       ,1.512
84539,116582,222109,8962,,          , ,23.62556421,44.42903532,252.5252525,5.81,-1.20152407,B8V         ,-0.064
85726,118281,224635,9074,NN 4384 A,          , ,23.99148162,33.72413297,29.01073397,5.81,3.497206417,F8          ,0.539
4944,7078,9021,427,, 38    Cas, ,1.52042181,70.2647886,29.24831822,5.82,3.489495504,F6V         ,0.489
9699,13835,18535,889,,  6    Eri, ,2.96824664,-23.60613828,200.4008016,5.82,-0.689497272,K2III       ,1.334
11455,16340,21551,1051,,          , ,3.51025893,48.10365477,266.6666667,5.82,-1.309843661,B8V         ,-0.033
11810,16846,22468,1099,,          , ,3.61314132,0.58815498,28.96871379,5.82,3.510353935,G5IV/V +K1IV,0.885
12532,17891,23523,1158,,          , ,3.82683922,63.29710438,70.87172218,5.82,1.567635069,A5Vn        ,0.189
15945,22573,31093,1559,,          , ,4.85783297,-34.906232,87.79631255,5.82,1.10261862,A2/A3V      ,0.105
20747,28992,42054,2170,,          , ,6.11768569,-34.31202171,322.5806452,5.82,-1.723191531,B4Vnn       ,-0.137
22148,30703,45984,2369,,          , ,6.4511488,-58.00210529,185.8736059,5.82,-0.526088622,K3III       ,1.279
22449,31072,46349,2388,,          , ,6.5203048,-35.25886111,248.7562189,5.82,-1.158869735,G8III+...   ,0.813
22533,31173,46052,2372,,          , ,6.54088967,32.45494059,84.31703204,5.82,1.190423445,A3m + A3m   ,0.188
27964,38159,63949,3058,,          , ,7.82024067,-46.85774089,588.2352941,5.82,-3.027755393,B1.5IV      ,-0.142
30643,41621,72067,3356,,          , ,8.4854369,-44.16043155,490.1960784,5.82,-2.631849163,B2V         ,-0.16
41117,55581,99022,4398,,          , ,11.38560147,-56.77936853,200.4008016,5.82,-0.689497272,A4:p        ,-0.004
43936,59728,106485,4655,,          , ,12.24988397,-20.84423329,108.2251082,5.82,0.648359856,K0IIICN...  ,1.052
44540,60584,108135,4726,, 71    UMa, ,12.4175621,56.77785826,364.9635036,5.82,-1.991247186,M3III       ,1.622
47325,64822,115331,5008,,          , ,13.28720083,-43.97944198,58.41121495,5.82,1.987518802,Am          ,0.187
47818,65536,117187,5073,,          , ,13.43556201,72.39149824,309.5975232,5.82,-1.633987388,M1III       ,1.652
49559,68079,121416,5239,,          , ,13.93885926,-46.59272882,87.10801394,5.82,1.11970944,K0IV        ,1.14
53566,74096,134335,5640,,          , ,15.14321247,25.10863675,156.4945227,5.82,-0.152495709,K1III       ,1.233
54813,75944,138137,5750,, 34Zet3Lib, ,15.51121876,-16.60945806,173.0103806,5.82,-0.370360808,K0III       ,1.056
54993,76207,138505,5767,,          , ,15.56714928,-40.06634857,507.6142132,5.82,-2.707668869,M2III       ,1.695
55240,76569,139329,5810,,          , ,15.63784501,-21.01615303,89.52551477,5.82,1.060265866,K0III       ,1.077
56489,78442,143553,5963,,          , ,16.01421079,4.42718026,73.42143906,5.82,1.490885538,K0III:      ,1.003
61310,85207,157527,6472,,          , ,17.41167781,-21.44141348,92.50693802,5.82,0.98912847,K0III       ,0.939
63236,87812,163472,6684,,          , ,17.93844528,0.67035571,254.4529262,5.82,-1.208037248,B2IV-V      ,0.058
66011,91532,172348,7007,,          , ,18.66677785,-7.79070788,161.5508885,5.82,-0.221546755,K4III       ,1.536
66343,91974,173117,7035,,          , ,18.74711198,-25.01086335,243.3090024,5.82,-1.110790891,B8III       ,0.033
66381,92027,173495,7048,,          , ,18.75787663,5.50012301,217.3913043,5.82,-0.866210842,A1V         ,0.041
66727,92488,174464,7094,,          , ,18.84958473,-9.77410171,462.962963,5.82,-2.507731244,F2Ib        ,0.594
67584,93580,177178,7214,,          , ,19.05895527,1.81893472,55.18763797,5.82,2.110790967,A4V         ,0.182
69264,95785,183491,7406,,  8    Vul, ,19.48252154,24.76868131,148.3679525,5.82,-0.036700517,K0III       ,1.023
72719,100276,193579,7780,,          , ,20.33927682,17.79300261,146.4128843,5.82,-0.007896482,K5III       ,1.5
81067,111600,214122,8601,,          , ,22.60985261,-31.66369314,95.6937799,5.82,0.915581452,K2III       ,1.074
81761,112590,215943,8678,,          , ,22.80307415,37.41684226,111.6071429,5.82,0.581540048,G8III:      ,1.024
82091,113084,216646,8712,,          , ,22.90191966,40.37683633,103.8421599,5.82,0.738131436,K0III       ,1.136
84309,116250,221420,8935,NN 4340  ,          , ,23.55542932,-77.38533173,31.75611305,5.82,3.310863303,G2V         ,0.681
2324,3299,3856,177,,          , ,0.70095437,66.14761311,154.3209877,5.83,-0.112124971,G9III-IV    ,1.042
3515,5021,6210,297,,          , ,1.0720969,61.58024409,80.19246191,5.83,1.309332267,F6V         ,0.569
5960,8544,11154,530,,  1    Ari, ,1.83571674,22.2753566,176.056338,5.83,-0.398258321,K1III+...   ,0.743
9176,13108,17459,828,, 40    Ari, ,2.80890642,18.28387012,153.8461538,5.83,-0.105433217,K1III       ,1.216
18754,26396,37098,1902,,          , ,5.6191217,26.92452823,146.4128843,5.83,0.002103518,B9IV-V      ,-0.075
21067,29379,42398,2185,,  5    Gem, ,6.192307,24.42037914,230.9468822,5.83,-0.987560518,K0III       ,1.11
21222,29575,43023,2218,,          , ,6.23173457,-3.74142288,96.52509653,5.83,0.906798777,G8III       ,0.91
21266,29629,43157,2224,,          , ,6.24352962,-4.56846315,189.3939394,5.83,-0.556830387,B5V         ,-0.155
26087,35749,57749,2811,,          , ,7.37372137,-5.98280807,278.551532,5.83,-1.394527757,F3IV        ,0.352
26892,36812,60357,2901,,  9Del3CMi, ,7.57108168,3.37173632,207.4688797,5.83,-0.754764809,A0Vnn       ,-0.018
28905,39380,66598,3160,,          , ,8.05115829,-32.46357097,158.9825119,5.83,-0.176746773,K2/K3III    ,1.225
29448,40077,68657,3227,,          , ,8.18633462,-48.46200365,223.2142857,5.83,-0.91360993,B3V         ,-0.146
33714,45559,80050,3687,,          , ,9.28548114,-14.57405765,119.474313,5.83,0.44362729,K0III       ,1.049
33800,45675,80558,3708,,          , ,9.31176703,-51.5606599,5882.352941,5.83,-8.017755393,B7Iab       ,0.474
36141,48748,86267,3932,,          , ,9.94318612,-33.41854978,147.0588235,5.83,-0.007455436,K1III       ,1.202
41427,56035,99747,4421,,          , ,11.48463987,61.77778557,32.89473684,5.83,3.244367918,F5Vawvar    ,0.382
42888,58181,103605,4566,, 66    UMa, ,11.93289102,56.59856271,96.71179884,5.83,0.902602694,K1III       ,1.101
45825,62512,111456,4867,Wo 9417  ,          , ,12.81092684,60.31989667,24.16042522,5.83,3.914477132,F5V         ,0.467
49409,67861,120991,5223,,          , ,13.89923525,-47.12815361,10000000,5.83,-9.17,B2IIIe      ,-0.053
51262,70663,126504,5401,,          , ,14.45341651,-46.1340642,58.27505828,5.83,2.002586418,Am          ,0.311
51855,71573,128998,5467,,          , ,14.63755697,54.02338576,131.4060447,5.83,0.236923284,A1V         ,0.007
53211,73566,132851,5591,, 60    Hya, ,15.03510528,-28.06052808,99.60159363,5.83,0.838668564,A4IV        ,0.164
57812,80351,147869,6111,, 21    Her, ,16.40300756,6.94817146,104.7120419,5.83,0.730016858,A2sp...     ,0.018
58453,81289,150030,6183,,          , ,16.60311441,46.61332505,269.541779,5.83,-1.323130452,G8II        ,1.044
58581,81472,149711,6174,,          , ,16.64063924,-43.39837584,210.5263158,5.83,-0.786531952,B2.5IV      ,-0.053
61437,85379,158414,6509,, 77    Her, ,17.44562285,48.26007218,111.3585746,5.83,0.596381683,A4V         ,0.121
61723,85760,156513,6429,,          , ,17.52429809,-80.85902834,248.7562189,5.83,-1.148869735,M3III       ,1.617
63968,88818,166045,6781,,100    Her, ,18.13043402,26.10122114,70.07708479,5.83,1.602119866,A3V         ,0.158
70479,97376,187235,7543,,          , ,19.79104896,38.40761671,149.9250375,5.83,-0.04937083,B8Vn        ,-0.087
72554,100069,193322,7767,,          , ,20.30194167,40.73209817,476.1904762,5.83,-2.558903526,O9V         ,0.073
75039,103359,199611,8025,,          , ,20.94039999,50.72864966,53.33333333,5.83,2.19500636,F0III       ,0.337
75360,103810,200614,8065,,          , ,21.03583234,56.66961137,223.7136465,5.83,-0.918462384,B8III       ,-0.058
76026,104680,201647,8100,Wo 9726  ,          , ,21.2037967,-40.2688284,32.36245955,5.83,3.279792397,F5IV        ,0.45
76395,105164,202753,8141,, 15    Aqr, ,21.30307388,-4.51951158,300.3003003,5.83,-1.557778832,B5V         ,-0.13
79141,108875,209459,8404,, 21    Peg, ,22.05528392,11.38655605,165.8374793,5.83,-0.268413439,B9.5V       ,-0.05
80525,110787,213403,8578,, 28Rho1Cep, ,22.44512396,78.78594317,62.57822278,5.83,1.847883875,A2m         ,0.171
83021,114382,218630,8814,,          , ,23.16601132,-42.86116912,34.63803256,5.83,3.132233919,F4IV        ,0.475
606,840,587,29,,          , ,0.17190257,-5.24851713,55.00550055,5.84,2.137969394,K1III       ,0.973
631,873,645,31,,          , ,0.17854038,-12.57980381,65.1465798,5.84,1.770541899,K0III       ,1
4539,6502,8498,400,,          , ,1.39193557,-30.94550599,272.479564,5.84,-1.336669679,M0III       ,1.612
6356,9132,11928,564,,          , ,1.9621487,27.8045238,145.9854015,5.84,0.018452857,M2III       ,1.576
6989,10035,13336,632,,          , ,2.15259206,-43.51647088,176.056338,5.84,-0.388258321,K1III       ,1.197
8281,11840,15755,738,,          , ,2.54796056,34.54245642,79.74481659,5.84,1.331487682,K0III       ,1.083
8597,12288,16538,777,,   Iot2For, ,2.63849879,-30.19388274,35.72704537,5.84,3.075014492,F5V         ,0.476
9895,14110,18885,912,,          , ,3.0322481,-9.96139327,86.58008658,5.84,1.152909921,G6III:      ,1.092
10751,15305,20640,998,,          , ,3.29072278,-47.7517377,145.137881,5.84,0.03109611,K2III       ,1.228
13629,19454,22701,1107,,          , ,4.16672884,86.62635165,40.91653028,5.84,2.780506008,F5IV        ,0.393
15826,22407,30453,1528,,          , ,4.82196093,32.58826794,102.9866117,5.84,0.77609615,A8m         ,0.25
16359,23148,34172,1716,,   Xi  Men, ,4.98082977,-82.47052255,107.0663812,5.84,0.691734381,G8III       ,0.932
16904,23883,32991,1660,,105    Tau, ,5.13206523,21.70483596,316.4556962,5.84,-1.661564587,B2Ve        ,0.168
25319,34758,55344,2716,,          , ,7.1948919,-20.88311563,149.9250375,5.84,-0.03937083,A0IV/V      ,-0.038
25523,35025,55621,2725,, 52    Gem, ,7.24498461,24.88520186,103.3057851,5.84,0.769376787,M1IIIvar    ,1.554
26817,36721,60345,2900,,          , ,7.552716,-24.71078019,93.80863039,5.84,0.978786023,A3III       ,0.156
37310,50336,89024,4032,,          , ,10.27828876,25.37069774,96.61835749,5.84,0.914701749,K2III:      ,1.206
38673,52139,92168,4168,, 38    LMi, ,10.65216541,37.9101113,48.92367906,5.84,2.392404457,F9V         ,0.595
41812,56606,100929,4472,,          , ,11.60621692,-61.05243721,448.4304933,5.84,-2.418475685,B2.5IV      ,-0.102
45436,61916,110287,4818,,          , ,12.68973471,-46.14572729,244.4987775,5.84,-1.10138346,K3II        ,1.475
46232,63143,112486,4917,,          , ,12.93823391,54.09948306,78.49293564,5.84,1.36584714,A5m         ,0.204
47166,64587,114533,4976,,          , ,13.23815458,-78.44744492,571.4285714,5.84,-2.944809757,F8Ib        ,1.04
47187,64623,114971,4996,,          , ,13.24537866,-48.95680509,79.49125596,5.84,1.338403206,K0IV        ,1.061
50735,69829,125180,5352,,          , ,14.29123406,15.26336094,310.5590062,5.84,-1.620720642,M3III       ,1.678
51489,71002,126862,5408,,          , ,14.52121835,-67.71705401,84.17508418,5.84,1.214082203,K1III       ,1.006
53871,74539,135051,5658,,          , ,15.23147826,-26.19355939,281.6901408,5.84,-1.408858235,G8/K0II     ,1.139
55259,76594,139906,5835,,          , ,15.64283343,50.42335207,114.8105626,5.84,0.540090775,G8III       ,0.847
56303,78168,142883,5934,,          , ,15.96124154,-20.98302564,139.6648045,5.84,0.114565112,B3V         ,0.012
58773,81741,150331,6192,,          , ,16.69597086,-33.14562113,89.60573477,5.84,1.078320973,G1II        ,0.653
59491,82716,152293,6266,,          , ,16.90748371,-42.4788755,10000000,5.84,-9.16,F5Ib-II     ,0.626
61821,85889,158799,6523,,          , ,17.55205196,-41.17305756,301.2048193,5.84,-1.554309581,B9Ib/II     ,0.041
62985,87472,162391,6648,,          , ,17.87215547,-34.41683044,228.3105023,5.84,-0.952629447,G8/K0III    ,1.129
63850,88670,165402,6755,,          , ,18.10205582,-8.32391503,174.8251748,5.84,-0.373019856,B8III-IV    ,0.184
65954,91461,171819,6986,,          , ,18.65396416,-47.90980354,100.9081736,5.84,0.820368272,A3V         ,0.233
66989,92822,175824,7154,,          , ,18.91310259,48.85972353,52.93806247,5.84,2.22115979,F3III       ,0.452
68810,95188,181645,7344,, 45Rho2Sgr, ,19.36412019,-18.30816237,110.0110011,5.84,0.632819416,K0III       ,1.062
69104,95582,182955,7391,,          , ,19.44130185,19.89161003,139.4700139,5.84,0.117595778,M0III       ,1.558
69220,95732,183227,7397,,          , ,19.47244353,2.9300672,314.4654088,5.84,-1.6478644,B6III       ,-0.003
72169,99572,191862,7715,NN 4139  ,  2Xi 2Cap, ,20.20715424,-12.61702214,28.05049088,5.84,3.600297671,F5V         ,0.476
77087,106062,204585,8223,,          , ,21.48326586,22.179404,184.8428835,5.84,-0.494013674,M4III       ,1.37
78657,108226,208682,8375,,          , ,21.92527528,65.32081194,369.00369,5.84,-1.995153546,B2.5Ve      ,-0.037
81206,111810,214567,8618,, 40    Peg, ,22.64794946,19.52249181,116.9590643,5.84,0.499830574,G8II        ,0.922
81637,112417,215664,8666,,          , ,22.76947368,44.54597654,53.21979776,5.84,2.209633901,F0III-IV    ,0.358
8885,12686,16735,787,,          , ,2.71651871,53.5261822,126.5822785,5.85,0.338135456,K0II-III    ,1.125
